4722.1,-3201.1000000000004,-4559.0,1251.8999999999996,-4777.0,4820.1,-4380.0,4617.1,-3957.0,-3548.1000000000004,
-3670.0,-4278.1,-4003.0,-4995.0,-4986.0,4791.1,4407.1,2622.8999999999996,4701.1,-4747.0,
4018.1000000000004,-4273.0,-4458.0,3870.0,4039.1000000000004,4705.1,-1014.0,4233.1,2439.0,4967.1,
-4502.200000000001,-3857.0,-4862.0,3948.1000000000004,4247.1,4623.1,1652.0,-4789.0,4548.1,4861.1,
-3787.0,-2815.0,-3875.0,-1028.0,-4212.0,4957.1,3841.1000000000004,-1795.0,-3783.0,4688.1,
2007.0,-4025.0,-4376.0,4687.1,2417.8999999999996,-4376.0,-4227.0,4020.8999999999996,-4393.0,4385.9,
-3993.0,4715.1,-3872.0,-4519.0,4845.1,-1493.1000000000004,-4643.0,-228.0,4486.1,4235.9,
-4424.0,4660.1,-3900.0,-4512.0,-4941.1,-4059.0,4293.1,-4806.0,4581.1,2819.0,
-4009.0,2205.0,-4441.0,4408.1,4551.1,1185.0,-4007.0,4167.1,-4424.200000000001,4897.1,
3233.8999999999996,-4325.0,-3943.0,599.0,-4671.0,4651.1,3779.8999999999996,4996.1,-4995.0,4839.1,
4364.1,-4605.0,-3361.0,4672.9,4053.1000000000004,-4285.0,4006.8999999999996,4853.1,4035.1000000000004,-787.1000000000004,
-4712.0,1685.0,4574.1,4977.1,-4151.0,-1620.1000000000004,-3965.0,3928.1000000000004,4211.1,-4273.1,
3902.8999999999996,3936.8999999999996,-3294.2000000000007,3696.0,-1890.0,720.8999999999996,-460.0,1697.0,3439.0,4758.1,
-3756.0,-4321.0,-2253.1000000000004,-4732.0,-4332.0,-4469.0,-3885.0,4655.1,4491.1,-4464.0,
-4558.0,-4726.0,-4636.0,-4932.0,4515.1,-4763.0,-4369.0,-4480.0,-2612.0,-4027.0,
3928.1000000000004,117.0,-4100.0,4070.1000000000004,-3954.2000000000007,4965.1,-3955.0,-2416.1000000000004,3954.1000000000004,-3943.0,
3233.0,4621.1,-3933.0,2894.8999999999996,4483.1,-4055.0,1803.8999999999996,-4839.0,4548.1,1761.8999999999996,
-3924.0,-3842.0,1399.8999999999996,4371.1,4517.1,-4979.200000000001,-4025.0,4158.1,-2781.1000000000004,4876.1,
4749.1,-439.0,-4040.0,4383.1,4243.9,4572.1,-3726.0,-811.0,-4794.0,-3877.1000000000004,
-4710.0,-4496.0,-2884.1000000000004,-4860.0,4875.1,-3931.0,4571.1,-4000.0,3988.0,-3697.0,
4990.1,-3174.2000000000007,4995.1,4987.1,-96.10000000000036,4442.1,-4605.0,-1283.0,-4920.0,4094.1000000000004,
1221.8999999999996,-4481.0,4778.1,2472.0,4687.1,-4697.0,-4667.1,4658.1,4958.1,2201.8999999999996,
-3940.0,-4803.0,4431.0,4195.1,4664.1,1880.0,-4880.0,-3747.0,3002.8999999999996,-4299.0,
-4462.0,3201.8999999999996,4438.1,522.8999999999996,4767.1,2914.8999999999996,-4024.0,-2187.0,4720.1,-3774.0,
-4404.0,-1382.1000000000004,-4740.0,-4311.0,-4475.0,-3942.0,1450.8999999999996,4448.1,465.89999999999964,4838.1,
-4720.0,-4607.0,214.89999999999964,4498.1,4220.9,4586.9,-1832.0,1784.0,-2563.1000000000004,-4813.1,
1883.8999999999996,-4838.0,4557.1,-2377.0,-685.1000000000004,3368.0,-4439.0,4392.1,271.89999999999964,4659.1,
-3143.1000000000004,-4672.0,1889.0,-4676.0,3607.0,3921.1000000000004,-4766.0,4928.1,-1071.1000000000004,4587.1,
4736.0,4238.1,552.8999999999996,-4946.0,-3970.0,-4525.200000000001,4982.1,-1727.0,4452.1,-4667.0,
4721.1,-2832.1000000000004,4084.1000000000004,-4262.0,-4438.0,4889.1,1761.0,4716.1,-3104.1000000000004,4319.1,
3260.8999999999996,
